city,state_id,state_name,county_fips,county_name
Homestead Meadows South,TX,Texas,48141,El Paso
Homeland,CA,California,6065,Riverside
Sausalito,CA,California,6041,Marin
Woodlake,VA,Virginia,51041,Chesterfield
St. Helena,CA,California,6055,Napa
Willis,TX,Texas,48339,Montgomery
Rancho Calaveras,CA,California,6009,Calaveras
Kentfield,CA,California,6041,Marin
Eagle,CO,Colorado,8037,Eagle
Barberton,WA,Washington,53011,Clark
Brier,WA,Washington,53061,Snohomish
Prairie View,TX,Texas,48473,Waller
Franklin,CA,California,6047,Merced
Woodland,WA,Washington,53015,Cowlitz
Thermalito,CA,California,6007,Butte
Colusa,CA,California,6011,Colusa
Ben Lomond,CA,California,6087,Santa Cruz
Gleneagle,CO,Colorado,8041,El Paso
Loomis,CA,California,6061,Placer
Lemoore Station,CA,California,6031,Kings
Sunnyvale,TX,Texas,48113,Dallas
Bee Cave,TX,Texas,48453,Travis
Fircrest,WA,Washington,53053,Pierce
San Martin,CA,California,6085,Santa Clara
Thousand Palms,CA,California,6065,Riverside
Lake Mathews,CA,California,6065,Riverside
Fowler,CA,California,6019,Fresno
Desert Palms,CA,California,6065,Riverside
Clover Creek,WA,Washington,53053,Pierce
Bellwood,VA,Virginia,51041,Chesterfield
Lacy-Lakeview,TX,Texas,48309,McLennan
Orchard Mesa,CO,Colorado,8077,Mesa
Broadway,VA,Virginia,51165,Rockingham
Bermuda Dunes,CA,California,6065,Riverside
Lucas Valley-Marinwood,CA,California,6041,Marin
Potomac Mills,VA,Virginia,51153,Prince William
Bridgeport,TX,Texas,48497,Wise
Cherry Hills Village,CO,Colorado,8005,Arapahoe
Belle Haven,VA,Virginia,51059,Fairfax
Mecca,CA,California,6065,Riverside
Mira Monte,CA,California,6111,Ventura
Belmont,VA,Virginia,51107,Loudoun
Ladera Heights,CA,California,6037,Los Angeles
Kermit,TX,Texas,48495,Winkler
Normandy Park,WA,Washington,53033,King
Mont Belvieu,TX,Texas,48071,Chambers
South Monrovia Island,CA,California,6037,Los Angeles
Keene,TX,Texas,48251,Johnson
Contra Costa Centre,CA,California,6013,Contra Costa
Keyes,CA,California,6099,Stanislaus
Castroville,CA,California,6053,Monterey
Air Force Academy,CO,Colorado,8041,El Paso
Avon,CO,Colorado,8037,Eagle
Bangor Base,WA,Washington,53035,Kitsap
Severance,CO,Colorado,8123,Weld
Ocean Shores,WA,Washington,53027,Grays Harbor
La Habra Heights,CA,California,6037,Los Angeles
Stratmoor,CO,Colorado,8041,El Paso
Buena Vista,VA,Virginia,51530,Buena Vista
Scenic Oaks,TX,Texas,48029,Bexar
Otis Orchards-East Farms,WA,Washington,53063,Spokane
Sealy,TX,Texas,48015,Austin
Emporia,VA,Virginia,51595,Emporia
Carrollton,VA,Virginia,51093,Isle of Wight
Devine,TX,Texas,48325,Medina
Carthage,TX,Texas,48365,Panola
Burnet,TX,Texas,48053,Burnet
Steilacoom,WA,Washington,53053,Pierce
Rhome,TX,Texas,48497,Wise
Aptos,CA,California,6087,Santa Cruz
Crockett,TX,Texas,48225,Houston
Prosser,WA,Washington,53005,Benton
Wollochet,WA,Washington,53053,Pierce
North Fort Lewis,WA,Washington,53053,Pierce
Clarkston Heights-Vineland,WA,Washington,53003,Asotin
Galax,VA,Virginia,51640,Galax
Gladewater,TX,Texas,48183,Gregg
Iowa Park,TX,Texas,48485,Wichita
White Oak,TX,Texas,48183,Gregg
El Rio,CA,California,6111,Ventura
East Porterville,CA,California,6107,Tulare
New Castle,CO,Colorado,8045,Garfield
Salton City,CA,California,6025,Imperial
Camp Swift,TX,Texas,48021,Bastrop
South Run,VA,Virginia,51059,Fairfax
Pecan Plantation,TX,Texas,48221,Hood
Cameron Park,TX,Texas,48061,Cameron
East Foothills,CA,California,6085,Santa Clara
Saranap,CA,California,6013,Contra Costa
Kenedy,TX,Texas,48255,Karnes
Pimmit Hills,VA,Virginia,51059,Fairfax
Chelan,WA,Washington,53007,Chelan
Everman,TX,Texas,48439,Tarrant
Union Gap,WA,Washington,53077,Yakima
Sheridan,CO,Colorado,8005,Arapahoe
Bridgewater,VA,Virginia,51165,Rockingham
East Pasadena,CA,California,6037,Los Angeles
Eucalyptus Hills,CA,California,6073,San Diego
Country Homes,WA,Washington,53063,Spokane
Fruitridge Pocket,CA,California,6067,Sacramento
Aquia Harbour,VA,Virginia,51179,Stafford
El Granada,CA,California,6081,San Mateo
Bensley,VA,Virginia,51041,Chesterfield
Alpine,TX,Texas,48043,Brewster
Pleasure Point,CA,California,6087,Santa Cruz
Childress,TX,Texas,48075,Childress
Carrizo Springs,TX,Texas,48127,Dimmit
Dacono,CO,Colorado,8123,Weld
Pinehurst,TX,Texas,48339,Montgomery
Finley,WA,Washington,53005,Benton
Durham,CA,California,6007,Butte
Vail,CO,Colorado,8037,Eagle
Lucerne Valley,CA,California,6071,San Bernardino
Rocky Mount,VA,Virginia,51067,Franklin
Savannah,TX,Texas,48121,Denton
Mila Doce,TX,Texas,48215,Hidalgo
Progreso,TX,Texas,48215,Hidalgo
Yoakum,TX,Texas,48123,DeWitt
Sullivan City,TX,Texas,48215,Hidalgo
Paradise,CA,California,6007,Butte
Pagosa Springs,CO,Colorado,8007,Archuleta
Woodcreek,TX,Texas,48209,Hays
Dumfries,VA,Virginia,51153,Prince William
Mineola,TX,Texas,48499,Wood
Greenacres,CA,California,6029,Kern
Slaton,TX,Texas,48303,Lubbock
Chamberlayne,VA,Virginia,51087,Henrico
Massanetta Springs,VA,Virginia,51165,Rockingham
Gustine,CA,California,6047,Merced
Nolanville,TX,Texas,48027,Bell
Windcrest,TX,Texas,48029,Bexar
Mayflower Village,CA,California,6037,Los Angeles
Luling,TX,Texas,48055,Caldwell
Hutchins,TX,Texas,48113,Dallas
Las Flores,CA,California,6059,Orange
Old Fig Garden,CA,California,6019,Fresno
Silver Lakes,CA,California,6071,San Bernardino
Littlefield,TX,Texas,48279,Lamb
Willow Park,TX,Texas,48367,Parker
West Clarkston-Highland,WA,Washington,53003,Asotin
Brookshire,TX,Texas,48473,Waller
Villa Park,CA,California,6059,Orange
Highgrove,CA,California,6065,Riverside
Edna,TX,Texas,48239,Jackson
Granite Shoals,TX,Texas,48053,Burnet
Palmview,TX,Texas,48215,Hidalgo
Eaton,CO,Colorado,8123,Weld
Brush,CO,Colorado,8087,Morgan
Fort Lee,VA,Virginia,51149,Prince George
Oak Point,TX,Texas,48121,Denton
West Modesto,CA,California,6099,Stanislaus
Hilmar-Irwin,CA,California,6047,Merced
Sansom Park,TX,Texas,48439,Tarrant
Rancho Murieta,CA,California,6067,Sacramento
Sinton,TX,Texas,48409,San Patricio
Fabens,TX,Texas,48141,El Paso
Crosspointe,VA,Virginia,51059,Fairfax
Zapata,TX,Texas,48505,Zapata
Dripping Springs,TX,Texas,48209,Hays
Woods Creek,WA,Washington,53061,Snohomish
Manchester,WA,Washington,53035,Kitsap
Dove Valley,CO,Colorado,8005,Arapahoe
Wilton,CA,California,6067,Sacramento
Mathis,TX,Texas,48409,San Patricio
Cambria,CA,California,6079,San Luis Obispo
Lakehills,TX,Texas,48019,Bandera
Olivarez,TX,Texas,48215,Hidalgo
Blaine,WA,Washington,53073,Whatcom
Lackland AFB,TX,Texas,48029,Bexar
Elverta,CA,California,6067,Sacramento
Rusk,TX,Texas,48073,Cherokee
Palmview South,TX,Texas,48215,Hidalgo
Marlin,TX,Texas,48145,Falls
Tracyton,WA,Washington,53035,Kitsap
Leadville,CO,Colorado,8065,Lake
Connell,WA,Washington,53021,Franklin
Hidden Valley Lake,CA,California,6033,Lake
Colorado City,TX,Texas,48335,Mitchell
Shaw Heights,CO,Colorado,8001,Adams
Strawberry,CA,California,6041,Marin
Atlanta,TX,Texas,48067,Cass
Yosemite Lakes,CA,California,6039,Madera
Rockdale,TX,Texas,48331,Milam
Wolfforth,TX,Texas,48303,Lubbock
Breckenridge,TX,Texas,48429,Stephens
Dulles Town Center,VA,Virginia,51107,Loudoun
Indian Wells,CA,California,6065,Riverside
Williams,CA,California,6011,Colusa
Cameron,TX,Texas,48331,Milam
Woodside,CA,California,6081,San Mateo
Terrell Hills,TX,Texas,48029,Bexar
Jamul,CA,California,6073,San Diego
Denver City,TX,Texas,48501,Yoakum
East Port Orchard,WA,Washington,53035,Kitsap
Palermo,CA,California,6007,Butte
Manitou Springs,CO,Colorado,8041,El Paso
La Grange,TX,Texas,48149,Fayette
Cavalero,WA,Washington,53061,Snohomish
Hockinson,WA,Washington,53011,Clark
Anthony,TX,Texas,48141,El Paso
Mattawa,WA,Washington,53025,Grant
San Leon,TX,Texas,48167,Galveston
Edgewater,CO,Colorado,8059,Jefferson
McGregor,TX,Texas,48309,McLennan
Kensington,CA,California,6013,Contra Costa
Wake Village,TX,Texas,48037,Bowie
Brady,TX,Texas,48307,McCulloch
Bulverde,TX,Texas,48091,Comal
Bear Valley Springs,CA,California,6029,Kern
Orange,VA,Virginia,51137,Orange
Garnet,CA,California,6065,Riverside
Big Bear Lake,CA,California,6071,San Bernardino
Pecan Acres,TX,Texas,48439,Tarrant
Giddings,TX,Texas,48287,Lee
Venus,TX,Texas,48251,Johnson
Calistoga,CA,California,6055,Napa
Livingston,TX,Texas,48373,Polk
Briar,TX,Texas,48367,Parker
Lake Wildwood,CA,California,6057,Nevada
Myrtletown,CA,California,6023,Humboldt
Gilmer,TX,Texas,48459,Upshur
Center,TX,Texas,48419,Shelby
Cutler,CA,California,6107,Tulare
Diboll,TX,Texas,48005,Angelina
Ettrick,VA,Virginia,51041,Chesterfield
Twin Lakes,CA,California,6087,Santa Cruz
Boulder Creek,CA,California,6087,Santa Cruz
Parker,TX,Texas,48085,Collin
Doffing,TX,Texas,48215,Hidalgo
West Pleasant View,CO,Colorado,8059,Jefferson
Broadmoor,CA,California,6081,San Mateo
Bret Harte,CA,California,6099,Stanislaus
Glendale,CO,Colorado,8005,Arapahoe
Colville,WA,Washington,53065,Stevens
Primera,TX,Texas,48061,Cameron
Homestead Meadows North,TX,Texas,48141,El Paso
Canutillo,TX,Texas,48141,El Paso
Tara Hills,CA,California,6013,Contra Costa
Battlement Mesa,CO,Colorado,8045,Garfield
Post,TX,Texas,48169,Garza
Bowie,TX,Texas,48337,Montague
Kings Park,VA,Virginia,51059,Fairfax
Quantico Base,VA,Virginia,51153,Prince William
Buellton,CA,California,6083,Santa Barbara
Denair,CA,California,6099,Stanislaus
Town and Country,WA,Washington,53063,Spokane
Rio Hondo,TX,Texas,48061,Cameron
Maplewood,WA,Washington,53053,Pierce
Buckley,WA,Washington,53053,Pierce
Krum,TX,Texas,48121,Denton
Muleshoe,TX,Texas,48017,Bailey
Guerneville,CA,California,6097,Sonoma
Hudson,TX,Texas,48005,Angelina
Timnath,CO,Colorado,8069,Larimer
Pittsburg,TX,Texas,48063,Camp
Medical Lake,WA,Washington,53063,Spokane
Everson,WA,Washington,53073,Whatcom
Mayfair,CA,California,6019,Fresno
Alvarado,TX,Texas,48251,Johnson
Buena Vista,CO,Colorado,8015,Chaffee
King George,VA,Virginia,51099,King George
Lake Worth,TX,Texas,48439,Tarrant
Cashmere,WA,Washington,53007,Chelan
West Columbia,TX,Texas,48039,Brazoria
Bealeton,VA,Virginia,51061,Fauquier
Hunters Creek Village,TX,Texas,48201,Harris
Lincoln Village,CA,California,6077,San Joaquin
Luray,VA,Virginia,51139,Page
Bluefield,VA,Virginia,51185,Tazewell
Falfurrias,TX,Texas,48047,Brooks
Magnolia,TX,Texas,48339,Montgomery
Hickory Creek,TX,Texas,48121,Denton
Midway North,TX,Texas,48215,Hidalgo
Black Diamond,WA,Washington,53033,King
Clifton Forge,VA,Virginia,51005,Alleghany
Wilmer,TX,Texas,48113,Dallas
New Boston,TX,Texas,48037,Bowie
Benton City,WA,Washington,53005,Benton
Ford City,CA,California,6029,Kern
Madisonville,TX,Texas,48313,Madison
Mead,CO,Colorado,8123,Weld
Medina,TX,Texas,48505,Zapata
El Jebel,CO,Colorado,8037,Eagle
Chula Vista,TX,Texas,48323,Maverick
Camino Tassajara,CA,California,6013,Contra Costa
Emerald Lake Hills,CA,California,6081,San Mateo
Weston Lakes,TX,Texas,48157,Fort Bend
Penitas,TX,Texas,48215,Hidalgo
Lake San Marcos,CA,California,6073,San Diego
Castroville,TX,Texas,48325,Medina
Falmouth,VA,Virginia,51179,Stafford
Morgan's Point Resort,TX,Texas,48027,Bell
Brisbane,CA,California,6081,San Mateo
Sandy Oaks,TX,Texas,48029,Bexar
Tulia,TX,Texas,48437,Swisher
Hebbronville,TX,Texas,48247,Jim Hogg
Daingerfield,TX,Texas,48343,Morris
Spotsylvania Courthouse,VA,Virginia,51177,Spotsylvania
Altavista,VA,Virginia,51031,Campbell
Oak View,CA,California,6111,Ventura
Meadows Place,TX,Texas,48157,Fort Bend
Portola Valley,CA,California,6081,San Mateo
Belfair,WA,Washington,53045,Mason
Perezville,TX,Texas,48215,Hidalgo
Castle Pines Village,CO,Colorado,8035,Douglas
Santa Ynez,CA,California,6083,Santa Barbara
Dilley,TX,Texas,48163,Frio
Palacios,TX,Texas,48321,Matagorda
Laureles,TX,Texas,48061,Cameron
Moses Lake North,WA,Washington,53025,Grant
Pilot Point,TX,Texas,48121,Denton
Chain Lake,WA,Washington,53061,Snohomish
South Hill,VA,Virginia,51117,Mecklenburg
Smithville,TX,Texas,48021,Bastrop
Phoenix Lake,CA,California,6109,Tuolumne
San Diego,TX,Texas,48131,Duval
Santa Venetia,CA,California,6041,Marin
Shady Hollow,TX,Texas,48453,Travis
Rosedale,WA,Washington,53053,Pierce
Castle Hills,TX,Texas,48029,Bexar
Woodville,TX,Texas,48457,Tyler
Berryville,VA,Virginia,51043,Clarke
Sunnyside,CA,California,6019,Fresno
Bonsall,CA,California,6073,San Diego
Mountain View Acres,CA,California,6071,San Bernardino
Tazewell,VA,Virginia,51185,Tazewell
Enon,VA,Virginia,51041,Chesterfield
Planada,CA,California,6047,Merced
Armona,CA,California,6031,Kings
Jourdanton,TX,Texas,48013,Atascosa
McSwain,CA,California,6047,Merced
Suquamish,WA,Washington,53035,Kitsap
Hallsville,TX,Texas,48203,Harrison
Jacksboro,TX,Texas,48237,Jack
Argyle,TX,Texas,48121,Denton
Van Alstyne,TX,Texas,48181,Grayson
Fetters Hot Springs-Agua Caliente,CA,California,6097,Sonoma
Caldwell,TX,Texas,48051,Burleson
Woodbridge,VA,Virginia,51153,Prince William
Grottoes,VA,Virginia,51165,Rockingham
Todd Creek,CO,Colorado,8001,Adams
Deer Park,WA,Washington,53063,Spokane
Pacheco,CA,California,6013,Contra Costa
Copperopolis,CA,California,6009,Calaveras
Hearne,TX,Texas,48395,Robertson
Forks,WA,Washington,53009,Clallam
Spring Valley Village,TX,Texas,48201,Harris
Del Mar,CA,California,6073,San Diego
Humboldt Hill,CA,California,6023,Humboldt
Bethel Manor,VA,Virginia,51199,York
Whitesboro,TX,Texas,48181,Grayson
Wauna,WA,Washington,53053,Pierce
La Joya,TX,Texas,48215,Hidalgo
Crane,TX,Texas,48103,Crane
Hayfield,VA,Virginia,51059,Fairfax
Justin,TX,Texas,48121,Denton
Lytle,TX,Texas,48013,Atascosa
Coleman,TX,Texas,48083,Coleman
Mather,CA,California,6067,Sacramento
Port Aransas,TX,Texas,48355,Nueces
Travis Ranch,TX,Texas,48257,Kaufman
Groesbeck,TX,Texas,48293,Limestone
Stafford Courthouse,VA,Virginia,51179,Stafford
Cotulla,TX,Texas,48283,La Salle
Raymond,WA,Washington,53049,Pacific
Verona,VA,Virginia,51015,Augusta
Venersborg,WA,Washington,53011,Clark
Bellville,TX,Texas,48015,Austin
Ivanhoe,CA,California,6107,Tulare
Central Gardens,TX,Texas,48245,Jefferson
Esperance,WA,Washington,53061,Snohomish
Comanche,TX,Texas,48093,Comanche
Prairie Heights,WA,Washington,53053,Pierce
Monte Vista,CO,Colorado,8105,Rio Grande
Ovilla,TX,Texas,48139,Ellis
Columbus,TX,Texas,48089,Colorado
West Menlo Park,CA,California,6081,San Mateo
Harbison Canyon,CA,California,6073,San Diego
Cockrell Hill,TX,Texas,48113,Dallas
Carmel Valley Village,CA,California,6053,Monterey
Taft,TX,Texas,48409,San Patricio
Garden Ridge,TX,Texas,48091,Comal
Peaceful Valley,WA,Washington,53073,Whatcom
Lenwood,CA,California,6071,San Bernardino
Del Monte Forest,CA,California,6053,Monterey
Sparks,TX,Texas,48141,El Paso
Moxee,WA,Washington,53077,Yakima
Dimmitt,TX,Texas,48069,Castro
Presidio,TX,Texas,48377,Presidio
Marietta-Alderwood,WA,Washington,53073,Whatcom
North Richmond,CA,California,6013,Contra Costa
Running Springs,CA,California,6071,San Bernardino
Narrows,VA,Virginia,51071,Giles
La Paloma,TX,Texas,48061,Cameron
Rio Dell,CA,California,6023,Humboldt
Empire,CA,California,6099,Stanislaus
County Center,VA,Virginia,51153,Prince William
Loch Lomond,VA,Virginia,51153,Prince William
Redwood,TX,Texas,48187,Guadalupe
Lake Land'Or,VA,Virginia,51033,Caroline
Horseshoe Bay,TX,Texas,48299,Llano
San Joaquin,CA,California,6019,Fresno
San Carlos,TX,Texas,48215,Hidalgo
Crandall,TX,Texas,48257,Kaufman
Rocky Ford,CO,Colorado,8089,Otero
University Center,VA,Virginia,51107,Loudoun
Mabank,TX,Texas,48257,Kaufman
Richwood,TX,Texas,48039,Brazoria
Wrightwood,CA,California,6071,San Bernardino
Shavano Park,TX,Texas,48029,Bexar
Longbranch,WA,Washington,53053,Pierce
Nassau Bay,TX,Texas,48201,Harris
Burney,CA,California,6089,Shasta
Angels,CA,California,6009,Calaveras
Brazoria,TX,Texas,48039,Brazoria
Crewe,VA,Virginia,51135,Nottoway
Kalama,WA,Washington,53015,Cowlitz
Mount Hermon,VA,Virginia,51143,Pittsylvania
Bunk Foss,WA,Washington,53061,Snohomish
Bunker Hill Village,TX,Texas,48201,Harris
North El Monte,CA,California,6037,Los Angeles
Clearlake Riviera,CA,California,6033,Lake
Fox Island,WA,Washington,53053,Pierce
Genesee,CO,Colorado,8059,Jefferson
Elkton,VA,Virginia,51165,Rockingham
Vine Hill,CA,California,6013,Contra Costa
Clyde,TX,Texas,48059,Callahan
Wheatland,CA,California,6115,Yuba
Niwot,CO,Colorado,8013,Boulder
Canton,TX,Texas,48467,Van Zandt
Mojave,CA,California,6029,Kern
Cle Elum,WA,Washington,53037,Kittitas
Bethel,WA,Washington,53035,Kitsap
Larch Way,WA,Washington,53061,Snohomish
Eastland,TX,Texas,48133,Eastland
Shingle Springs,CA,California,6017,El Dorado
Mission Hills,CA,California,6083,Santa Barbara
French Camp,CA,California,6077,San Joaquin
Granger,WA,Washington,53077,Yakima
Nash,TX,Texas,48037,Bowie
Carmel-by-the-Sea,CA,California,6053,Monterey
Arbuckle,CA,California,6011,Colusa
Friona,TX,Texas,48369,Parmer
Barrett,TX,Texas,48201,Harris
Key Center,WA,Washington,53053,Pierce
Longview Heights,WA,Washington,53015,Cowlitz
Brooktrails,CA,California,6045,Mendocino
Cisco,TX,Texas,48133,Eastland
Mirrormont,WA,Washington,53033,King
Eagle Lake,TX,Texas,48089,Colorado
Freedom,CA,California,6087,Santa Cruz
Lake Goodwin,WA,Washington,53061,Snohomish
Colonial Beach,VA,Virginia,51193,Westmoreland
Forestville,CA,California,6097,Sonoma
Bystrom,CA,California,6099,Stanislaus
Agua Dulce,CA,California,6037,Los Angeles
Bullard,TX,Texas,48423,Smith
North Alamo,TX,Texas,48215,Hidalgo
Lavon,TX,Texas,48085,Collin
Comfort,TX,Texas,48259,Kendall
Boulevard Park,WA,Washington,53033,King
Sweeny,TX,Texas,48039,Brazoria
Sunnyslope,WA,Washington,53007,Chelan
Avalon,CA,California,6037,Los Angeles
Meadow Vista,CA,California,6061,Placer
Potosi,TX,Texas,48441,Taylor
Auburn Lake Trails,CA,California,6017,El Dorado
Fritch,TX,Texas,48233,Hutchinson
Wills Point,TX,Texas,48467,Van Zandt
Squaw Valley,CA,California,6019,Fresno
Old River-Winfree,TX,Texas,48071,Chambers
Shenandoah Farms,VA,Virginia,51187,Warren
Ballinger,TX,Texas,48399,Runnels
Maple Heights-Lake Desire,WA,Washington,53033,King
Meridian,CO,Colorado,8035,Douglas
Ponderosa Park,CO,Colorado,8039,Elbert
Westway,TX,Texas,48141,El Paso
Felton,CA,California,6087,Santa Cruz
Clearview,WA,Washington,53061,Snohomish
Farmersville,TX,Texas,48085,Collin
Las Animas,CO,Colorado,8011,Bent
Pajaro,CA,California,6053,Monterey
Cedaredge,CO,Colorado,8029,Delta
Tarpey Village,CA,California,6019,Fresno
Heber,CA,California,6025,Imperial
Moss Beach,CA,California,6081,San Mateo
Lake Cassidy,WA,Washington,53061,Snohomish
Lake of the Pines,CA,California,6057,Nevada
Scissors,TX,Texas,48215,Hidalgo
Elm Creek,TX,Texas,48323,Maverick
Woodbridge,CA,California,6077,San Joaquin
Stallion Springs,CA,California,6029,Kern
Taylor Lake Village,TX,Texas,48201,Harris
Meiners Oaks,CA,California,6111,Ventura
Kelseyville,CA,California,6033,Lake
Dublin,TX,Texas,48143,Erath
Indianola,WA,Washington,53035,Kitsap
Lockeford,CA,California,6077,San Joaquin
Reliez Valley,CA,California,6013,Contra Costa
Southern Gateway,VA,Virginia,51179,Stafford
Teague,TX,Texas,48161,Freestone
La Conner,WA,Washington,53057,Skagit
Poteet,TX,Texas,48013,Atascosa
Goldendale,WA,Washington,53039,Klickitat
Valley Springs,CA,California,6009,Calaveras
Granite Hills,CA,California,6073,San Diego
Llano,TX,Texas,48299,Llano
Lake Isabella,CA,California,6029,Kern
Waller,TX,Texas,48473,Waller
Three Lakes,WA,Washington,53061,Snohomish
Yuma,CO,Colorado,8125,Yuma
Cienegas Terrace,TX,Texas,48465,Val Verde
Hidden Meadows,CA,California,6073,San Diego
McLendon-Chisholm,TX,Texas,48397,Rockwall
Cross Mountain,TX,Texas,48029,Bexar
Doolittle,TX,Texas,48215,Hidalgo
Rollingwood,CA,California,6013,Contra Costa
Oakhurst,CA,California,6039,Madera
Clifton,TX,Texas,48035,Bosque
Mono Vista,CA,California,6109,Tuolumne
Piney Point Village,TX,Texas,48201,Harris
Canyon Creek,WA,Washington,53061,Snohomish
Riverdale,CA,California,6019,Fresno
San Miguel,CA,California,6013,Contra Costa
Monte Sereno,CA,California,6085,Santa Clara
Meadowbrook,CA,California,6065,Riverside
Hansville,WA,Washington,53035,Kitsap
Campo,CA,California,6073,San Diego
La Center,WA,Washington,53011,Clark
Trinity,TX,Texas,48455,Trinity
Leavenworth,WA,Washington,53007,Chelan
Pantops,VA,Virginia,51003,Albemarle
Vandenberg AFB,CA,California,6083,Santa Barbara
Clyde Hill,WA,Washington,53033,King
Karnes City,TX,Texas,48255,Karnes
Coronita,CA,California,6065,Riverside
McChord AFB,WA,Washington,53053,Pierce
Pine Hills,CA,California,6023,Humboldt
Grand Mound,WA,Washington,53067,Thurston
Casa Conejo,CA,California,6111,Ventura
Loyola,CA,California,6085,Santa Clara
Big Lake,TX,Texas,48383,Reagan
North Yelm,WA,Washington,53067,Thurston
Cactus,TX,Texas,48341,Moore
Burbank,WA,Washington,53071,Walla Walla
Kennedy,CA,California,6077,San Joaquin
Ahtanum,WA,Washington,53077,Yakima
Elma,WA,Washington,53027,Grays Harbor
North Lakeport,CA,California,6033,Lake
Northlake,TX,Texas,48121,Denton
Pixley,CA,California,6107,Tulare
Howe,TX,Texas,48181,Grayson
Reno,TX,Texas,48277,Lamar
Shallowater,TX,Texas,48303,Lubbock
Hollywood Park,TX,Texas,48029,Bexar
Fairchild AFB,WA,Washington,53063,Spokane
Lake Holm,WA,Washington,53033,King
Blackstone,VA,Virginia,51135,Nottoway
Lake California,CA,California,6103,Tehama
Winchester,CA,California,6065,Riverside
Desert Edge,CA,California,6065,Riverside
Edcouch,TX,Texas,48215,Hidalgo
Goshen,CA,California,6107,Tulare
Winnsboro,TX,Texas,48499,Wood
Paloma Creek,TX,Texas,48121,Denton
Balcones Heights,TX,Texas,48029,Bexar
El Verano,CA,California,6097,Sonoma
Cloverdale,VA,Virginia,51023,Botetourt
Citrus City,TX,Texas,48215,Hidalgo
Medina,WA,Washington,53033,King
Blue Ridge,VA,Virginia,51023,Botetourt
West Lake Hills,TX,Texas,48453,Travis
Seacliff,CA,California,6087,Santa Cruz
Lincoln Park,CO,Colorado,8043,Fremont
Sonterra,TX,Texas,48491,Williamson
Grand Saline,TX,Texas,48467,Van Zandt
Esparto,CA,California,6113,Yolo
Jones Creek,TX,Texas,48039,Brazoria
Agua Dulce,TX,Texas,48141,El Paso
Mauriceville,TX,Texas,48361,Orange
Crockett,CA,California,6013,Contra Costa
Cambrian Park,CA,California,6085,Santa Clara
West Point,VA,Virginia,51101,King William
Spearman,TX,Texas,48195,Hansford
North Shore,VA,Virginia,51067,Franklin
Annetta,TX,Texas,48367,Parker
Cottonwood,CA,California,6089,Shasta
Tipton,CA,California,6107,Tulare
Iowa Colony,TX,Texas,48039,Brazoria
Wimberley,TX,Texas,48209,Hays
Port Angeles East,WA,Washington,53009,Clallam
Silt,CO,Colorado,8045,Garfield
West Orange,TX,Texas,48361,Orange
Port Hadlock-Irondale,WA,Washington,53031,Jefferson
Canterwood,WA,Washington,53053,Pierce
Fairfield,TX,Texas,48161,Freestone
Orchard City,CO,Colorado,8029,Delta
Algona,WA,Washington,53033,King
Colfax,CA,California,6061,Placer
Central Park,WA,Washington,53027,Grays Harbor
Hoopa,CA,California,6023,Humboldt
San Antonio Heights,CA,California,6071,San Bernardino
Springtown,TX,Texas,48367,Parker
Terra Bella,CA,California,6107,Tulare
Chandler,TX,Texas,48213,Henderson
Laguna Vista,TX,Texas,48061,Cameron
Angwin,CA,California,6055,Napa
Loma Rica,CA,California,6115,Yuba
Frisco,CO,Colorado,8117,Summit
Hideaway,TX,Texas,48423,Smith
San Saba,TX,Texas,48411,San Saba
Morada,CA,California,6077,San Joaquin
Amesti,CA,California,6087,Santa Cruz
East Richmond Heights,CA,California,6013,Contra Costa
Oak Ridge North,TX,Texas,48339,Montgomery
El Cenizo,TX,Texas,48479,Webb
Early,TX,Texas,48049,Brown
Weaverville,CA,California,6105,Trinity
Haskell,TX,Texas,48207,Haskell
Meadowdale,WA,Washington,53061,Snohomish
High Bridge,WA,Washington,53061,Snohomish
Nevada City,CA,California,6057,Nevada
Lebanon,VA,Virginia,51167,Russell
Zillah,WA,Washington,53077,Yakima
Burlington,CO,Colorado,8063,Kit Carson
Marin City,CA,California,6041,Marin
Rochester,WA,Washington,53067,Thurston
Needville,TX,Texas,48157,Fort Bend
San Andreas,CA,California,6009,Calaveras
Henrietta,TX,Texas,48077,Clay
Jamestown,CA,California,6109,Tuolumne
Oak Trail Shores,TX,Texas,48221,Hood
Acres Green,CO,Colorado,8035,Douglas
Olney,TX,Texas,48503,Young
Bonny Doon,CA,California,6087,Santa Cruz
Dahlgren,VA,Virginia,51099,King George
Morongo Valley,CA,California,6071,San Bernardino
Sonora,TX,Texas,48435,Sutton
Anza,CA,California,6065,Riverside
Eatonville,WA,Washington,53053,Pierce
Clarksville,TX,Texas,48387,Red River
Double Oak,TX,Texas,48121,Denton
Navy Yard City,WA,Washington,53035,Kitsap
Bishop,TX,Texas,48355,Nueces
Kings Beach,CA,California,6061,Placer
DeCordova,TX,Texas,48221,Hood
Penrose,CO,Colorado,8043,Fremont
Day Valley,CA,California,6087,Santa Cruz
Strathmore,CA,California,6107,Tulare
Walsenburg,CO,Colorado,8055,Huerfano
Edgecliff Village,TX,Texas,48439,Tarrant
Santa Rosa Valley,CA,California,6111,Ventura
Strasburg,CO,Colorado,8005,Arapahoe
Hamilton,TX,Texas,48193,Hamilton
Sutter,CA,California,6101,Sutter
Nocona,TX,Texas,48337,Montague
Indian Hills,TX,Texas,48215,Hidalgo
